Drug_PubChemCID,Drug_ChemicalID,Drug_Name,Ref_Database,Gene Symbol,Target_EntrezID
46883775,NA,NA,TTD,MAPK12,6300
636398,NA,NA,KEGG,NR3C1,2908
4329331,NA,NA,TTD,ALB,213
46937157,NA,NA,DrugBank,PYGM,5837
46936929,NA,NA,DrugBank,PRSS1,5644
6852206,NA,NA,DrugBank,MAPK8,5599
6852206,NA,NA,DrugBank,MAPK8IP1,9479
17753867,NA,NA,DrugBank,CPA1,1357
3342,31879-05-7,Fenoprofen,DrugBank|KEGG,PTGS2,5743
3342,31879-05-7,Fenoprofen,DrugBank|KEGG,PTGS1,5742
15895902,NA,NA,KEGG,PTGS2,5743
16131447,NA,NA,TTD,GHR,2690
5281672,529-44-2,myricetin,DrugBank,PIK3CG,5294
4850,NA,NA,KEGG,ADRA2B,151
4850,NA,NA,KEGG,DRD2,1813
4850,NA,NA,KEGG,ADRA2C,152
4850,NA,NA,KEGG,DRD3,1814
4850,NA,NA,KEGG,ADRA2A,150
56603679,NA,NA,TTD,MLNR,2862
54385,NA,NA,DrugBank,NTSR2,23620
54385,NA,NA,DrugBank|KEGG|TTD,HRH1,3269
46936454,NA,NA,DrugBank,EPRS1,2058
24779724,NA,NA,DrugBank|TTD,MET,4233
20054915,NA,NA,KEGG,NR3C1,2908
23724835,NA,NA,KEGG,SLC6A3,6531
23724835,NA,NA,KEGG,KCNH2,3757
23724835,NA,NA,KEGG,SCN10A,6336
23724835,NA,NA,KEGG,SCN1A,6323
23724835,NA,NA,KEGG,SCN5A,6331
23724835,NA,NA,KEGG,SCN4A,6329
23724835,NA,NA,KEGG,SLC6A2,6530
23724835,NA,NA,KEGG,SCN2A,6326
23724835,NA,NA,KEGG,SCN3A,6328
23724835,NA,NA,KEGG,SCN9A,6335
23724835,NA,NA,KEGG,SLC6A4,6532
148123,NA,NA,KEGG,TUBB4A,10382
148123,NA,NA,KEGG,TUBB2B,347733
148123,NA,NA,KEGG,TUBB4B,10383
148123,NA,NA,KEGG,TUBB6,84617
148123,NA,NA,KEGG,TUBB8,347688
148123,NA,NA,KEGG,TUBB,203068
148123,NA,NA,KEGG,TUBB2A,7280
148123,NA,NA,KEGG,TUBB7P,56604
148123,NA,NA,KEGG,TUBB3,10381
148123,NA,NA,KEGG,TUBB1,81027
446994,NA,NA,DrugBank,BHMT,635
985,NA,NA,DrugBank,RHO,6010
985,NA,NA,DrugBank,SEC14L2,23541
985,NA,NA,DrugBank,LALBA,3906
985,NA,NA,DrugBank,PAEP,5047
985,NA,NA,DrugBank,CYP2C8,1558
985,NA,NA,DrugBank,TRAPPC3,27095
985,NA,NA,DrugBank,PMP2,5375
985,NA,NA,DrugBank,PPT1,5538
985,NA,NA,DrugBank,HNF4G,3174
10577,NA,NA,KEGG,ESR2,2100
10577,NA,NA,KEGG,ESR1,2099
9803828,NA,NA,TTD,PTGER4,5734
6914614,NA,NA,DrugBank,PRKACA,5566
6914614,NA,NA,DrugBank,PKIA,5569
3151,57808-66-9,Domperidone,DrugBank|KEGG,DRD2,1813
3151,57808-66-9,Domperidone,DrugBank,DRD3,1814
656846,NA,NA,KEGG,HMGCR,3156
46936798,NA,NA,DrugBank,ARSA,410
1003,NA,NA,DrugBank,DCXR,51181
6055,NA,NA,KEGG,SLC6A3,6531
6055,NA,NA,KEGG,SLC6A2,6530
6055,NA,NA,KEGG,SLC6A4,6532
71329,115256-11-6,dofetilide,DrugBank|KEGG|TTD,KCNH2,3757
71329,115256-11-6,dofetilide,DrugBank,KCNJ12,3768
71329,115256-11-6,dofetilide,DrugBank,KCNK2,3776
445770,NA,NA,DrugBank,CA2,760
5459373,NA,NA,DrugBank,PIM1,5292
24875320,NA,NA,DrugBank,EPHA7,2045
1800,NA,NA,DrugBank,PRSS1,5644
9888590,NA,NA,TTD,PLK1,5347
447405,NA,NA,DrugBank,DTYMK,1841
46936803,NA,NA,DrugBank,DTYMK,1841
176167,NA,NA,TTD,AKT2,208
176167,NA,NA,TTD,GSK3B,2932
176167,NA,NA,TTD,AKT1,207
176167,NA,NA,TTD,PRKCB,5579
176167,NA,NA,TTD,AKT3,10000
8150,NA,NA,DrugBank,HSP90B1,7184
9936948,NA,NA,TTD,TACR1,6869
448953,NA,NA,DrugBank,F2,2147
6509979,NA,NA,KEGG,PPP3CC,5533
6509979,NA,NA,KEGG,PPP3CB,5532
6509979,NA,NA,KEGG,PPP3R1,5534
6509979,NA,NA,KEGG,CHP1,11261
6509979,NA,NA,KEGG,CHP2,63928
6509979,NA,NA,KEGG,PPP3CA,5530
6509979,NA,NA,KEGG,PPP3R2,5535
6918554,NA,NA,KEGG|TTD,ADRB2,154
6102761,NA,NA,DrugBank,PDK2,5164
5311037,NA,NA,TTD,ADORA2A,135
4380,17780-72-2,Clorgyline,DrugBank|TTD,MAOA,4128
8288,115-79-7,Ambenonium Chloride,KEGG,ACHE,43
25011730,NA,NA,DrugBank,EPHB4,2050
68549,NA,NA,KEGG,ADORA1,134
3547,103745-39-7,fasudil,DrugBank|KEGG,ROCK1,6093
3547,103745-39-7,fasudil,DrugBank|KEGG,ROCK2,9475
3547,103745-39-7,fasudil,DrugBank,PRKACA,5566
3547,103745-39-7,fasudil,DrugBank,PKIA,5569
5289333,NA,NA,DrugBank,PRSS3,5646
656936,NA,NA,DrugBank,ESR2,2100
5327013,NA,NA,DrugBank,PNP,4860
1433,37620-20-5,N'-nitrosoanabasine,DrugBank,NOS3,4846
1433,37620-20-5,N'-nitrosoanabasine,DrugBank,NOS2,4843
1433,37620-20-5,N'-nitrosoanabasine,DrugBank,NOS1,4842
447478,NA,NA,DrugBank,PRSS1,5644
65324,NA,NA,KEGG,ADRB1,153
70386,NA,NA,TTD,MPI,4351
445032,NA,NA,DrugBank,KCNA4,3739
74989,94015-53-9,Atovaquone,DrugBank|TTD,DHODH,1723
2374,939-90-2,2-phenylcyclopropanecarboxylic acid,DrugBank,ATP2A1,487
9400,312-93-6,dexamethasone 21-phosphate,KEGG,NR3C1,2908
154104,NA,NA,TTD,HTR4,3360
16131215,NA,NA,KEGG,GNRHR,2798
450268,NA,NA,DrugBank,KYNU,8942
24768547,NA,NA,DrugBank,DPP4,1803
11282283,NA,NA,TTD,MET,4233
11282283,NA,NA,TTD,KIT,3815
52919,74050-97-8,haloperidol decanoate,KEGG,DRD2,1813
16139605,NA,NA,KEGG|TTD,GLP2R,9340
444764,NA,NA,DrugBank,PTPN1,5770
448889,NA,NA,DrugBank,PARP1,142
236702,NA,NA,KEGG,NR3C1,2908
70047,NA,NA,TTD,TACR1,6869
3033050,NA,NA,KEGG,OPRM1,4988
3033050,NA,NA,KEGG,OPRK1,4986
2817424,NA,NA,DrugBank,AKR1B1,231
4878,NA,NA,TTD,CRP,1401
9800194,NA,NA,TTD,CNR1,1268
71420,NA,NA,KEGG,OPRM1,4988
25023881,NA,NA,DrugBank,GGPS1,9453
446237,NA,NA,DrugBank,CA2,760
4474224,NA,NA,DrugBank,PLAT,5327
47812,NA,NA,KEGG,DRD2,1813
47812,NA,NA,KEGG,DRD1,1812
564,60-32-2,Aminocaproic Acid,DrugBank,PLAT,5327
564,60-32-2,Aminocaproic Acid,DrugBank|KEGG|TTD,PLG,5340
5839,52-39-1,Aldosterone,TTD,SLC12A2,6558
5839,52-39-1,Aldosterone,DrugBank,NR3C2,4306
443950,NA,NA,KEGG,ADRA1A,148
443950,NA,NA,KEGG,ADRA1B,147
443950,NA,NA,KEGG,ADRA1D,146
4488,4394-00-7,Niflumic Acid,DrugBank,UGT1A9,54600
4488,4394-00-7,Niflumic Acid,KEGG,CLCA1,1179
4488,4394-00-7,Niflumic Acid,DrugBank,PLA2G4A,5321
4488,4394-00-7,Niflumic Acid,DrugBank,CLCNKA,1187
4488,4394-00-7,Niflumic Acid,DrugBank|KEGG|TTD,PTGS2,5743
4488,4394-00-7,Niflumic Acid,KEGG,CLCA2,9635
4488,4394-00-7,Niflumic Acid,DrugBank,PTGS1,5742
4488,4394-00-7,Niflumic Acid,DrugBank,PLA2G1B,5319
4488,4394-00-7,Niflumic Acid,KEGG,CLCA4,22802
449241,127243-85-0,N-(2-(4-bromocinnamylamino)ethyl)-5-isoquinolinesulfonamide,DrugBank,HASPIN,83903
449241,127243-85-0,N-(2-(4-bromocinnamylamino)ethyl)-5-isoquinolinesulfonamide,DrugBank,PRKACA,5566
449241,127243-85-0,N-(2-(4-bromocinnamylamino)ethyl)-5-isoquinolinesulfonamide,DrugBank,PKIA,5569
17753786,NA,NA,DrugBank,THRB,7068
46936206,NA,NA,DrugBank,PRMT1,3276
46936206,NA,NA,DrugBank,DPH5,51611
46936206,NA,NA,DrugBank,COMTD1,118881
46936206,NA,NA,DrugBank,GNMT,27232
46936206,NA,NA,DrugBank,PNMT,5409
46936206,NA,NA,DrugBank,PRMT3,10196
46936206,NA,NA,DrugBank,TRDMT1,1787
46936206,NA,NA,DrugBank,PCMT1,5110
46936206,NA,NA,DrugBank,SETD7,80854
46936206,NA,NA,DrugBank,HNMT,3176
46936206,NA,NA,DrugBank,GAMT,2593
11840917,NA,NA,DrugBank,DPP4,1803
46936683,NA,NA,DrugBank,CAD,790
448295,NA,NA,DrugBank,ABO,28
6420138,NA,NA,TTD,KDR,3791
6420138,NA,NA,TTD,AURKB,9212
6420138,NA,NA,TTD,AURKA,6790
15295578,NA,NA,DrugBank,MAPKAPK2,9261
53461739,NA,NA,TTD,ABCB11,8647
6434572,NA,NA,TTD,PTGER2,5732
64645,NA,NA,KEGG,CHRNG,1146
64645,NA,NA,KEGG,CHRNB1,1140
64645,NA,NA,KEGG,CHRNE,1145
64645,NA,NA,TTD,CHRNA2,1135
64645,NA,NA,KEGG,CHRND,1144
64645,NA,NA,KEGG,CHRNA1,1134
65302,NA,NA,DrugBank,FST,10468
4642,125-53-1,oxyphencyclimine,DrugBank|KEGG,CHRM3,1131
4642,125-53-1,oxyphencyclimine,DrugBank,CHRM1,1128
4642,125-53-1,oxyphencyclimine,DrugBank,CHRM2,1129
441308,NA,NA,KEGG,ADRB1,153
3003157,NA,NA,DrugBank,GRIK2,2898
3003157,NA,NA,DrugBank,GABRA3,2556
3003157,NA,NA,DrugBank,GABRA6,2559
3003157,NA,NA,DrugBank,CHRFAM7A,89832
3003157,NA,NA,DrugBank,CHRNA4,1137
3003157,NA,NA,DrugBank,GABRA2,2555
3003157,NA,NA,DrugBank,GABRA4,2557
3003157,NA,NA,DrugBank,CHRNA7,1139
3003157,NA,NA,DrugBank,GABRA1,2554
3003157,NA,NA,DrugBank,GRIA2,2891
3003157,NA,NA,DrugBank,GABRA5,2558
12127,NA,NA,TTD,AOX1,316
46936559,NA,NA,DrugBank,ACTA1,58
2823014,NA,NA,DrugBank,S100B,6285
5090,NA,NA,DrugBank,ELN,2006
5090,NA,NA,DrugBank|KEGG|TTD,PTGS2,5743
23629654,NA,NA,DrugBank,F2,2147
23629654,NA,NA,DrugBank,PRSS1,5644
23663996,NA,NA,KEGG,CYSLTR1,10800
5288251,NA,NA,DrugBank,IL2,3558
46937088,NA,NA,DrugBank,ESR1,2099
46937088,NA,NA,DrugBank,NCOA2,10499
11667893,NA,NA,TTD,KDR,3791
11667893,NA,NA,TTD,KIT,3815
5287492,NA,NA,DrugBank,F2,2147
24803482,NA,NA,TTD,HRH3,11255
24803482,NA,NA,TTD,HRH1,3269
445952,NA,NA,DrugBank,CDK2,1017
16130957,NA,NA,KEGG,GNRHR,2798
24883488,NA,NA,DrugBank,CASP3,836
56237,91431-42-4,RS 43179,TTD,ALOX5,240
448573,NA,NA,DrugBank,CASP7,840
177236,NA,NA,DrugBank,EDNRA,1909
6918493,NA,NA,KEGG,EDNRA,1909
5745207,NA,NA,TTD,CACNA1B,774
5281034,434-07-1,Oxymetholone,KEGG,AR,367
9849808,NA,NA,KEGG,CHRM3,1131
9849808,NA,NA,KEGG,CHRM5,1133
9849808,NA,NA,KEGG,CHRM4,1132
9849808,NA,NA,KEGG,CHRM1,1128
9849808,NA,NA,KEGG,CHRM2,1129
6604229,NA,NA,DrugBank,CA2,760
4634,5633-20-5,oxybutynin,DrugBank|KEGG|TTD,CHRM3,1131
4634,5633-20-5,oxybutynin,DrugBank|KEGG,CHRM1,1128
4634,5633-20-5,oxybutynin,DrugBank|KEGG,CHRM2,1129
46936444,NA,NA,DrugBank,METAP2,10988
5288988,NA,NA,DrugBank,CTSK,1513
11980055,NA,NA,KEGG,GNRHR,2798
644073,52485-79-7,Buprenorphine,KEGG,OPRM1,4988
644073,52485-79-7,Buprenorphine,KEGG,OPRK1,4986
11493841,NA,NA,DrugBank,SYK,6850
3657,127-07-1,Hydroxyurea,KEGG,RRM2,6241
3657,127-07-1,Hydroxyurea,DrugBank,RRM1,6240
4497,66085-59-4,Nimodipine,DrugBank,CACNB4,785
4497,66085-59-4,Nimodipine,DrugBank|KEGG,CACNA1C,775
4497,66085-59-4,Nimodipine,DrugBank|KEGG,CACNA1S,779
4497,66085-59-4,Nimodipine,DrugBank,CACNB2,783
4497,66085-59-4,Nimodipine,DrugBank|KEGG,CACNA1D,776
4497,66085-59-4,Nimodipine,DrugBank|KEGG,CACNA1F,778
4497,66085-59-4,Nimodipine,DrugBank,CACNB3,784
4497,66085-59-4,Nimodipine,DrugBank,NR3C2,4306
4497,66085-59-4,Nimodipine,DrugBank,CACNB1,782
4497,66085-59-4,Nimodipine,DrugBank,AHR,196
9554198,NA,NA,DrugBank,DRD2,1813
46936685,NA,NA,DrugBank,ADH1B,125
46936685,NA,NA,DrugBank,AKR1C2,1646
46936685,NA,NA,DrugBank,AKR1B1,231
46936685,NA,NA,DrugBank,ME1,4199
46936685,NA,NA,DrugBank,IDH1,3417
46936685,NA,NA,DrugBank,POR,5447
46936685,NA,NA,DrugBank,AKR1A1,10327
46936685,NA,NA,DrugBank,NNT,23530
46936685,NA,NA,DrugBank,HMGCR,3156
46936685,NA,NA,DrugBank,MTHFD1,4522
46936685,NA,NA,DrugBank,HSD17B8,7923
46936685,NA,NA,DrugBank,CRYZ,1429
46936685,NA,NA,DrugBank,MDH1,4190
46936685,NA,NA,DrugBank,HSD17B1,3292
46936685,NA,NA,DrugBank,AKR1C1,1645
46936685,NA,NA,DrugBank,PTGR1,22949
46936685,NA,NA,DrugBank,DECR1,1666
46936685,NA,NA,DrugBank,DHRS11,79154
46936685,NA,NA,DrugBank,DCXR,51181
46936685,NA,NA,DrugBank,G6PD,2539
46936685,NA,NA,DrugBank,BLVRB,645
46936685,NA,NA,DrugBank,NOS1,4842
46936685,NA,NA,DrugBank,SPR,6697
46936685,NA,NA,DrugBank,HSD11B1,3290
46936685,NA,NA,DrugBank,FDXR,2232
46936685,NA,NA,DrugBank,AKR1B10,57016
46936685,NA,NA,DrugBank,AKR1C3,8644
46936685,NA,NA,DrugBank,DHFR,1719
6335949,NA,NA,DrugBank,DCPS,28960
3037032,NA,NA,DrugBank,SLC52A2,79581
3037032,NA,NA,DrugBank,GABRB1,2560
46936509,NA,NA,DrugBank,ACACB,32
3198,27220-47-9,Econazole,TTD,CYP51A1,1595
10072851,NA,NA,DrugBank,MMP9,4318
5834,NA,NA,KEGG,NR3C1,2908
46937165,NA,NA,DrugBank,F2,2147
441346,NA,NA,KEGG,HTR3B,9177
441346,NA,NA,KEGG,HTR3E,285242
441346,NA,NA,KEGG,HTR3C,170572
441346,NA,NA,KEGG,HTR3D,200909
441346,NA,NA,KEGG,HTR3A,3359
2159,52286-74-5,ginsenoside Rg2,DrugBank,HTR2A,3356
2159,52286-74-5,ginsenoside Rg2,DrugBank|TTD,DRD2,1813
2159,52286-74-5,ginsenoside Rg2,DrugBank,HTR7,3363
2159,52286-74-5,ginsenoside Rg2,DrugBank,DRD3,1814
3059,22494-42-4,Diflunisal,DrugBank|KEGG|TTD,PTGS2,5743
3059,22494-42-4,Diflunisal,DrugBank|KEGG,PTGS1,5742
16197725,NA,NA,TTD,ICAM1,3383
46174106,NA,NA,KEGG,CHRM3,1131
46174106,NA,NA,KEGG,CHRM5,1133
46174106,NA,NA,KEGG,CHRM4,1132
46174106,NA,NA,KEGG,CHRM1,1128
46174106,NA,NA,KEGG,CHRM2,1129
46936939,NA,NA,DrugBank,PRSS1,5644
4538,NA,NA,KEGG,ADRA1A,148
4538,NA,NA,KEGG,ADRA1B,147
4538,NA,NA,KEGG,ADRA1D,146
10176161,NA,NA,DrugBank,OAT,4942
5478860,NA,NA,DrugBank,ATIC,471
9046,NA,NA,DrugBank|TTD,ESR1,2099
4062,96-88-8,Mepivacaine,DrugBank,SCN10A,6336
445455,NA,NA,DrugBank,RARG,5916
4469805,NA,NA,DrugBank,NQO1,1728
446382,NA,NA,DrugBank,CPA1,1357
156414,NA,NA,DrugBank,EGFR,1956
705712,NA,NA,DrugBank,MMP12,4321
10074640,NA,NA,KEGG,KIT,3815
447195,NA,NA,DrugBank,GRIA2,2891
444108,NA,NA,DrugBank,GNB1,2782
444108,NA,NA,DrugBank,GNGT1,2792
444108,NA,NA,DrugBank,RABGGTA,5875
444108,NA,NA,DrugBank,KRAS,3845
444108,NA,NA,DrugBank,FNTA,2339
444108,NA,NA,DrugBank,PDC,5132
444108,NA,NA,DrugBank,CHURC1-FNTB,100529261
444108,NA,NA,DrugBank,CHM,1121
444108,NA,NA,DrugBank,RABGGTB,5876
444108,NA,NA,DrugBank,FNTB,2342
46861549,NA,NA,TTD,HDAC1,3065
46861549,NA,NA,TTD,JAK2,3717
46930994,NA,NA,TTD,EGFR,1956
46930994,NA,NA,TTD,ERBB2,2064
24776050,NA,NA,TTD,AURKA,6790
148211,NA,NA,DrugBank|TTD,HTR3A,3359
5494413,NA,NA,DrugBank,CAPN1,823
6436135,NA,NA,DrugBank|TTD,CYSLTR1,10800
6603746,NA,NA,DrugBank,PDE4A,5141
6603746,NA,NA,DrugBank,PDE4D,5144
447339,NA,NA,DrugBank,ADA,100
154417,101-31-5,Hyoscyamine,KEGG,CHRM3,1131
154417,101-31-5,Hyoscyamine,KEGG,CHRM5,1133
154417,101-31-5,Hyoscyamine,KEGG,CHRM4,1132
154417,101-31-5,Hyoscyamine,KEGG,CHRM1,1128
154417,101-31-5,Hyoscyamine,KEGG,CHRM2,1129
23706210,NA,NA,KEGG,GABRQ,55879
23706210,NA,NA,KEGG,GABRA3,2556
23706210,NA,NA,KEGG,GABRA6,2559
23706210,NA,NA,KEGG,GABRB2,2561
23706210,NA,NA,KEGG,GABRG1,2565
23706210,NA,NA,KEGG,GABRG3,2567
23706210,NA,NA,KEGG,GABRD,2563
23706210,NA,NA,KEGG,GABRA2,2555
23706210,NA,NA,KEGG,GABRA4,2557
23706210,NA,NA,KEGG,GABRA1,2554
23706210,NA,NA,KEGG,GABRB3,2562
23706210,NA,NA,KEGG,GABRB1,2560
23706210,NA,NA,KEGG,GABRG2,2566
23706210,NA,NA,KEGG,GABRP,2568
23706210,NA,NA,KEGG,GABRA5,2558
23706210,NA,NA,KEGG,GABRE,2564
11213558,NA,NA,DrugBank,SYK,6850
456201,65277-42-1,Ketoconazole,TTD,CYP51A1,1595
493326,NA,NA,TTD,HTR2A,3356
493326,NA,NA,TTD,DRD2,1813
4031,NA,NA,KEGG,CHRM3,1131
4031,NA,NA,KEGG,CHRM5,1133
4031,NA,NA,KEGG,CHRM4,1132
4031,NA,NA,KEGG,CHRM1,1128
4031,NA,NA,KEGG,CHRM2,1129
25113171,NA,NA,DrugBank,MAPK8,5599
444254,NA,NA,TTD,GAA,2548
5359380,NA,NA,KEGG,OPRM1,4988
42628063,NA,NA,DrugBank,F10,2159
124134,53342-16-8,chlamydocin,TTD,HDAC1,3065
3037609,NA,NA,TTD,APOH,350
10413,591-81-1,4-hydroxybutyric acid,TTD,SLC52A2,79581
53297464,NA,NA,KEGG,PGR,5241
9547939,NA,NA,DrugBank,PRSS1,5644
16129672,NA,NA,KEGG,INSR,3643
46936657,NA,NA,DrugBank,ACP3,55
25113123,NA,NA,DrugBank,TPSAB1,7177
23724978,NA,NA,KEGG,TUBB4A,10382
23724978,NA,NA,KEGG,TUBB2B,347733
23724978,NA,NA,KEGG,TUBB4B,10383
23724978,NA,NA,KEGG,TUBB6,84617
23724978,NA,NA,KEGG,TUBB8,347688
23724978,NA,NA,KEGG,TUBB,203068
23724978,NA,NA,KEGG,TUBB2A,7280
23724978,NA,NA,KEGG,TUBB7P,56604
23724978,NA,NA,KEGG,TUBB3,10381
23724978,NA,NA,KEGG,TUBB1,81027
5288067,NA,NA,DrugBank,F2,2147
3305,2809-21-4,Etidronic Acid,DrugBank,ATP6V1A,523
3305,2809-21-4,Etidronic Acid,DrugBank|TTD,PTPRS,5802
6439491,NA,NA,TTD,CHRM1,1128
129211,106133-20-4,Tamsulosin,DrugBank|KEGG,ADRA1A,148
129211,106133-20-4,Tamsulosin,DrugBank|KEGG,ADRA1B,147
129211,106133-20-4,Tamsulosin,DrugBank|KEGG,ADRA1D,146
16741228,NA,NA,DrugBank,PTGS1,5742
6918602,NA,NA,TTD,CTSK,1513
445840,NA,NA,DrugBank,CDK2,1017
657077,NA,NA,DrugBank,TPSAB1,7177
657077,NA,NA,DrugBank,TPSB2,64499
46936518,NA,NA,DrugBank,AMY2A,279
15648788,NA,NA,DrugBank,FBP1,2203
15648788,NA,NA,DrugBank,GPI,2821
15648788,NA,NA,DrugBank,PFKFB1,5207
15648788,NA,NA,DrugBank,PFKFB4,5210
3715,53-86-1,Indomethacin,DrugBank,PPARG,5468
3715,53-86-1,Indomethacin,DrugBank,PLA2G2A,5320
3715,53-86-1,Indomethacin,DrugBank,PTGR2,145482
3715,53-86-1,Indomethacin,DrugBank,GLO1,2739
3715,53-86-1,Indomethacin,DrugBank|KEGG,PTGS2,5743
3715,53-86-1,Indomethacin,DrugBank,PTGDR2,11251
3715,53-86-1,Indomethacin,DrugBank|KEGG,PTGS1,5742
3715,53-86-1,Indomethacin,DrugBank,PPARA,5465
447534,NA,NA,DrugBank,SRC,6714
24836812,NA,NA,DrugBank,EPHB4,2050
24904,NA,NA,KEGG,SLC6A2,6530
24904,NA,NA,KEGG,SLC6A4,6532
5281066,NA,NA,KEGG,HRH1,3269
104406,NA,NA,DrugBank,PPIA,5478
9954980,NA,NA,DrugBank,F10,2159
447271,NA,NA,DrugBank,THRB,7068
3047796,NA,NA,KEGG,ADRA2B,151
3047796,NA,NA,KEGG,ADRA1A,148
3047796,NA,NA,KEGG,ADRB1,153
3047796,NA,NA,KEGG,ADRA1B,147
3047796,NA,NA,KEGG,ADRB2,154
3047796,NA,NA,KEGG,ADRA2C,152
3047796,NA,NA,KEGG,ADRA2A,150
3047796,NA,NA,KEGG,ADRB3,155
3047796,NA,NA,KEGG,ADRA1D,146
11626384,NA,NA,KEGG,ADRB1,153
441278,NA,NA,DrugBank,SIGMAR1,10280
441278,NA,NA,DrugBank|KEGG,OPRM1,4988
441278,NA,NA,DrugBank|KEGG,OPRK1,4986
10062720,NA,NA,DrugBank,HMGCS1,3157
2756,51481-61-9,Cimetidine,DrugBank|KEGG|TTD,HRH2,3274
448006,NA,NA,DrugBank,PTGS1,5742
64747,NA,NA,KEGG,PTGS2,5743
64747,NA,NA,KEGG,PTGS1,5742
46936428,NA,NA,DrugBank,RNASE1,6035
5288108,NA,NA,DrugBank,MMP3,4314
9884366,NA,NA,TTD,CRHR1,1394
46936624,NA,NA,DrugBank,SRC,6714
46937061,NA,NA,DrugBank,PPARG,5468
24901723,NA,NA,DrugBank,CDK2,1017
4754,62-44-2,Phenacetin,DrugBank,PTGS1,5742
44129624,NA,NA,DrugBank,LTA4H,4048
15389743,NA,NA,TTD,DRD2,1813
15389743,NA,NA,TTD,DRD3,1814
6992140,NA,NA,DrugBank,TLR4,7099
6992140,NA,NA,DrugBank,TLR7,51284
6992140,NA,NA,DrugBank,TLR2,7097
6992140,NA,NA,DrugBank,TLR9,54106
6128,NA,NA,DrugBank,HSD17B1,3292
6128,NA,NA,DrugBank,HSD3B1,3283
6128,NA,NA,DrugBank,AKR1C3,8644
702,64-17-5,Ethanol,DrugBank,SLC29A1,2030
702,64-17-5,Ethanol,DrugBank,GABRQ,55879
702,64-17-5,Ethanol,DrugBank,CACNA1C,775
702,64-17-5,Ethanol,DrugBank,GABRA3,2556
702,64-17-5,Ethanol,DrugBank,CACNA1S,779
702,64-17-5,Ethanol,DrugBank,SLC29A2,3177
702,64-17-5,Ethanol,DrugBank,HTR3B,9177
702,64-17-5,Ethanol,DrugBank,KCNJ5,3762
702,64-17-5,Ethanol,DrugBank,KCNJ9,3765
702,64-17-5,Ethanol,DrugBank,GABRA6,2559
702,64-17-5,Ethanol,DrugBank,CHRNA10,57053
702,64-17-5,Ethanol,DrugBank,VCAM1,7412
702,64-17-5,Ethanol,DrugBank,GLRA2,2742
702,64-17-5,Ethanol,DrugBank,CHRNA9,55584
702,64-17-5,Ethanol,DrugBank,GABRB2,2561
702,64-17-5,Ethanol,DrugBank,GABRG1,2565
702,64-17-5,Ethanol,DrugBank,GRIN3A,116443
702,64-17-5,Ethanol,DrugBank,GRIA1,2890
702,64-17-5,Ethanol,DrugBank,CHRNB3,1142
702,64-17-5,Ethanol,DrugBank,CHRFAM7A,89832
702,64-17-5,Ethanol,DrugBank,CACNA1D,776
702,64-17-5,Ethanol,DrugBank,GABRG3,2567
702,64-17-5,Ethanol,DrugBank,CHRNA2,1135
702,64-17-5,Ethanol,DrugBank,GRIA4,2893
702,64-17-5,Ethanol,DrugBank,GABRD,2563
702,64-17-5,Ethanol,DrugBank,HTR3E,285242
702,64-17-5,Ethanol,DrugBank,CHRNA4,1137
702,64-17-5,Ethanol,DrugBank,KCNJ3,3760
702,64-17-5,Ethanol,DrugBank,GABRA2,2555
702,64-17-5,Ethanol,DrugBank,GABRA4,2557
702,64-17-5,Ethanol,DrugBank,KCNJ6,3763
702,64-17-5,Ethanol,DrugBank,CACNG1,786
702,64-17-5,Ethanol,DrugBank,CHRNA5,1138
702,64-17-5,Ethanol,DrugBank,HTR3C,170572
702,64-17-5,Ethanol,DrugBank,GLRA1,2741
702,64-17-5,Ethanol,DrugBank,CACNG2,10369
702,64-17-5,Ethanol,DrugBank,CHRNA7,1139
702,64-17-5,Ethanol,DrugBank,CHRNA6,8973
702,64-17-5,Ethanol,DrugBank,HTR3D,200909
702,64-17-5,Ethanol,DrugBank,GRIA3,2892
702,64-17-5,Ethanol,DrugBank|TTD,GABRA1,2554
702,64-17-5,Ethanol,DrugBank,GABRB3,2562
702,64-17-5,Ethanol,DrugBank,GABRB1,2560
702,64-17-5,Ethanol,DrugBank,CHRNA3,1136
702,64-17-5,Ethanol,DrugBank,CHRNB2,1141
702,64-17-5,Ethanol,DrugBank,GRIA2,2891
702,64-17-5,Ethanol,DrugBank,GABRP,2568
702,64-17-5,Ethanol,DrugBank,GABRA5,2558
702,64-17-5,Ethanol,DrugBank,GABRE,2564
702,64-17-5,Ethanol,DrugBank,CACNB1,782
702,64-17-5,Ethanol,DrugBank,HTR3A,3359
702,64-17-5,Ethanol,DrugBank,CHRNB4,1143
24770445,NA,NA,TTD,FBP1,2203
588963,NA,NA,DrugBank,ACTR2,10097
588963,NA,NA,DrugBank,ARPC3,10094
588963,NA,NA,DrugBank,ARPC5,10092
588963,NA,NA,DrugBank,ARPC2,10109
588963,NA,NA,DrugBank,ACTR3,10096
588963,NA,NA,DrugBank,ARPC1B,10095
588963,NA,NA,DrugBank,ARPC4,10093
9750,NA,NA,DrugBank,ASS1,445
9750,NA,NA,DrugBank,PADI1,29943
9750,NA,NA,DrugBank,DDAH2,23564
9750,NA,NA,DrugBank,NOS3,4846
9750,NA,NA,DrugBank,PADI3,51702
9750,NA,NA,DrugBank,PADI6,353238
9750,NA,NA,DrugBank,NOS2,4843
9750,NA,NA,DrugBank,OTC,5009
